Version,File_Name,LOC,LOC_touched,NR,NAuth,LOC_added,MAX_LOC_added,AVG_LOC_added,Churn,MAX_Churn,AVG_Churn,ChgSetSize,MAX_ChgSet,AVG_ChgSet,Bugginess
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ChannelDisconnectListener.java,26,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/CloseSubscriptionHandler.java,96,105,1,1,105,105,105.00,105,105,105.00,14,14,14.00,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java,61,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/Handler.java,33,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerBean.java,38,14,1,1,5,5,5.00,-4,-4,-4.00,7,7,7.00,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerMXBean.java,27,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java,80,28,3,1,21,15,7.00,14,12,4.67,62,28,20.67,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java,203,331,9,2,194,68,21.56,57,50,6.33,139,25,15.44,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscriptionChannelManager.java,195,252,3,2,233,153,77.67,214,153,71.33,35,25,11.67,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java,97,46,3,2,37,29,12.33,28,24,9.33,48,17,16.00,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigJMXService.java,34,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanInfo.java,24,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanRegistry.java,38,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java,146,166,2,1,166,149,83.00,166,149,83.00,33,25,16.50,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java,195,269,4,1,241,163,60.25,213,163,53.25,59,25,14.75,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java,771,866,1,1,866,866,866.00,866,866,866.00,4,4,4.00,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/meta/SubscriptionDataManager.java,148,221,3,1,190,118,63.33,159,118,53.00,48,25,16.00,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicOwnershipManager.java,93,108,2,1,104,100,52.00,100,100,50.00,30,19,15.00,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicPersistenceManager.java,88,104,2,1,100,96,50.00,96,96,48.00,36,25,18.00,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/meta/ZkMetadataManagerFactory.java,765,945,7,1,893,559,127.57,841,559,120.14,93,25,13.29,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java,462,165,9,3,127,40,14.11,89,28,9.89,104,25,11.56,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerBean.java,66,8,1,1,7,7,7.00,6,6,6.00,3,3,3.00,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerMXBean.java,52,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerPipelineFactory.java,67,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/netty/ServerStats.java,170,22,2,1,22,11,11.00,22,11,11.00,34,17,17.00,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java,135,25,2,2,10,7,5.00,-5,1,-2.50,46,39,23.00,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java,1100,1034,11,3,695,330,63.18,356,199,32.36,126,39,11.45,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheKey.java,64,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheValue.java,83,31,2,2,19,18,9.50,7,9,3.50,45,39,22.50,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CancelScanRequest.java,24,27,1,1,27,27,27.00,27,27,27.00,6,6,6.00,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/Factory.java,21,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java,415,14,3,2,11,5,3.67,8,5,2.67,92,39,30.67,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/MapMethods.java,49,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistRequest.java,51,7,1,1,4,4,4.00,1,1,1.00,28,28,28.00,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java,89,5,1,1,5,5,5.00,5,5,5.00,25,25,25.00,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManagerWithRangeScan.java,26,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/RangeScanRequest.java,67,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java,708,498,8,2,301,128,37.63,104,73,13.00,118,39,14.75,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheBean.java,53,4,2,1,2,1,1.00,0,0,0,8,4,4.00,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheMXBean.java,39,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallback.java,55,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallbackWithContext.java,47,17,1,1,17,17,17.00,17,17,17.00,6,6,6.00,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanRequest.java,56,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java,104,10,1,1,9,9,9.00,8,8,8.00,25,25,25.00,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java,153,9,2,1,7,5,3.50,5,4,2.50,32,25,16.00,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyCloseSubscriptionHandler.java,59,70,1,1,70,70,70.00,70,70,70.00,25,25,25.00,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConfiguration.java,30,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConsumeHandler.java,49,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyPublishHander.java,52,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStartDeliveryHandler.java,110,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStopDeliveryHandler.java,63,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxySubscribeHandler.java,72,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java,61,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClient.java,42,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java,67,26,1,1,20,20,20.00,14,14,14.00,3,3,3.00,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java,76,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java,333,44,2,1,22,20,11.00,0,0,0,67,39,33.50,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/ssl/SslServerContextFactory.java,44,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java,705,440,10,2,313,94,31.30,186,74,18.60,96,22,9.60,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java,66,52,2,1,44,38,22.00,36,35,18.00,39,22,19.50,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java,108,81,5,2,64,20,12.80,47,16,9.40,44,18,8.80,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionState.java,181,143,6,2,129,81,21.50,115,77,19.17,67,22,11.17,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MMSubscriptionManager.java,121,188,4,1,161,82,40.25,134,82,33.50,66,25,16.50,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionEventListener.java,52,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionManager.java,114,21,2,1,18,15,9.00,15,15,7.50,36,22,18.00,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java,175,5,1,1,4,4,4.00,3,3,3.00,39,39,39.00,Yes
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubInfo.java,142,162,1,1,162,162,162.00,162,162,162.00,19,19,19.00,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubLoad.java,112,132,2,1,131,130,65.50,130,130,65.00,26,19,13.00,Yes
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubServerManager.java,95,108,1,1,108,108,108.00,108,108,108.00,19,19,19.00,Yes
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/MMTopicManager.java,324,355,2,1,354,353,177.00,353,353,176.50,30,19,15.00,Yes
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java,73,0,0,0,0,0,0,0,0,0,0,0,0,Yes
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicOwnershipChangeListener.java,24,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TrivialOwnAllTopicManager.java,48,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkHubServerManager.java,280,318,2,2,312,310,156.00,306,310,153.00,58,39,29.00,Yes
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java,300,260,1,1,77,77,77.00,-106,-106,-106.00,19,19,19.00,Yes
3,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java,79,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java,30,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java,84,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java,99,38,1,1,38,38,38.00,38,38,38.00,25,25,25.00,No
3,hedwig-server/src/test/java/org/apache/hedwig/HelperMethods.java,51,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/test/java/org/apache/hedwig/StubCallback.java,42,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/test/java/org/apache/hedwig/StubScanCallback.java,47,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/test/java/org/apache/hedwig/client/TestPubSubClient.java,601,508,9,3,483,168,53.67,458,167,50.89,237,78,26.33,No
3,hedwig-server/src/test/java/org/apache/hedwig/client/TestSubAfterCloseSub.java,177,298,3,2,248,194,82.67,198,194,66.00,23,12,7.67,No
3,hedwig-server/src/test/java/org/apache/hedwig/client/netty/TestMultiplexing.java,377,442,4,2,436,431,109.00,430,431,107.50,139,78,34.75,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/HedwigHubTestBase.java,145,30,2,2,24,23,12.00,18,18,9.00,39,29,19.50,Yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/HedwigRegionTestBase.java,250,64,4,2,50,39,12.50,36,27,9.00,86,29,21.50,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/LoggingExceptionHandler.java,31,35,1,1,35,35,35.00,35,35,35.00,10,10,10.00,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/PubSubServerStandAloneTestBase.java,84,66,4,2,53,27,13.25,40,26,10.00,71,29,17.75,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/TestBackwardCompat.java,1014,1300,8,3,1249,679,156.13,1198,679,149.75,164,78,20.50,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/TestPubSubServerStartup.java,116,27,3,3,18,14,6.00,9,7,3.00,117,78,39.00,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/delivery/StubDeliveryManager.java,78,56,5,1,36,19,7.20,16,14,3.20,69,22,13.80,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/delivery/TestFIFODeliveryManager.java,265,355,2,2,326,197,163.00,297,197,148.50,6,3,3.00,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/delivery/TestThrottlingDelivery.java,196,285,6,3,258,207,43.00,231,207,38.50,157,78,26.17,Yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/filter/TestMessageFilter.java,347,491,4,2,445,320,111.25,399,320,99.75,146,78,36.50,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestBaseHandler.java,90,6,1,1,3,3,3.00,0,0,0,78,78,78.00,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestSubUnsubHandler.java,149,40,6,2,26,9,4.33,12,4,2.00,164,78,27.33,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHub.java,676,128,4,2,71,28,17.75,14,15,3.50,71,29,17.75,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubProxy.java,33,36,1,1,36,36,36.00,36,36,36.00,10,10,10.00,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubRegular.java,33,36,1,1,36,36,36.00,36,36,36.00,10,10,10.00,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubSSL.java,33,36,1,1,36,36,36.00,36,36,36.00,10,10,10.00,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigRegion.java,266,51,4,2,43,30,10.75,35,30,8.75,139,78,34.75,Yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/meta/MetadataManagerFactoryTestCase.java,68,81,2,1,80,75,40.00,79,75,39.50,29,25,14.50,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestFactoryLayout.java,72,88,2,2,86,84,43.00,84,84,42.00,103,78,51.50,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManager.java,308,481,6,2,423,237,70.50,365,237,60.83,156,78,26.00,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManagerFactory.java,260,314,5,2,310,291,62.00,306,291,61.20,137,78,27.40,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestPubSubServer.java,224,30,4,3,16,6,4.00,2,1,0.50,120,78,30.00,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestServerStats.java,36,83,6,2,74,26,12.33,65,26,10.83,118,78,19.67,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/netty/WriteRecordingChannel.java,139,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/BookKeeperTestBase.java,221,37,5,2,29,13,5.80,21,12,4.20,137,78,27.40,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/MessageBoundedPersistenceTest.java,227,53,3,2,46,39,15.33,39,39,13.00,122,78,40.67,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubPersistenceManager.java,114,21,3,2,17,9,5.67,13,7,4.33,56,28,18.67,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubScanCallback.java,39,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManager.java,697,863,9,3,832,341,92.44,801,334,89.00,157,78,17.44,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManagerBlackBox.java,71,14,1,1,12,12,12.00,10,10,10.00,25,25,25.00,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookkeeperPersistenceManagerWhiteBox.java,306,248,4,3,234,219,58.50,220,214,55.00,134,78,33.50,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestDeadlock.java,237,53,4,2,25,15,6.25,-3,3,-0.75,127,78,31.75,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestLocalDBPersistenceManagerBlackBox.java,44,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestPersistenceManagerBlackBox.java,246,8,3,3,5,3,1.67,2,1,0.67,131,78,43.67,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheBlackBox.java,46,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheWhiteBox.java,253,98,4,3,69,45,17.25,40,32,10.00,114,78,28.50,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/StubSubscriptionManager.java,48,9,2,1,6,4,3.00,3,2,1.50,40,22,20.00,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestMMSubscriptionManager.java,179,52,4,2,29,17,7.25,6,5,1.50,143,78,35.75,Yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestUpdateSubscriptionState.java,216,7,2,2,4,2,2.00,1,1,0.50,107,78,53.50,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/topics/StubTopicManager.java,54,0,0,0,0,0,0,0,0,0,0,0,0,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestConcurrentTopicAcquisition.java,191,4,2,2,2,1,1.00,0,0,0,107,78,53.50,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubInfo.java,52,64,2,2,63,62,31.50,62,62,31.00,97,78,48.50,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubLoad.java,51,62,2,2,61,60,30.50,60,60,30.00,97,78,48.50,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestMMTopicManager.java,266,331,2,2,326,321,163.00,321,321,160.50,97,78,48.50,No
3,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestZkTopicManager.java,273,30,2,2,22,17,11.00,14,14,7.00,97,78,48.50,No
3,hedwig-server/src/test/java/org/apache/hedwig/zookeeper/TestZkUtils.java,37,2,1,1,1,1,1.00,0,0,0,78,78,78.00,No
3,hedwig-server/src/test/java/org/apache/hedwig/zookeeper/ZooKeeperTestBase.java,80,2,1,1,2,2,2.00,2,2,2.00,29,29,29.00,No
4,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java,191,0,0,0,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java,247,0,0,0,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java,399,0,0,0,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java,121,0,0,0,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,320,0,0,0,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-benchmark/src/test/java/org/apache/bookkeeper/benchmark/TestBenchmark.java,147,0,0,0,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,1131,0,0,0,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java,41,0,0,0,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,131,0,0,0,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java,28,0,0,0,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java,827,0,0,0,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,170,0,0,0,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,237,0,0,0,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,508,0,0,0,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java,38,0,0,0,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,326,0,0,0,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java,352,0,0,0,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollector.java,46,0,0,0,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,509,0,0,0,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java,28,0,0,0,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java,59,0,0,0,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,160,0,0,0,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,534,0,0,0,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java,132,0,0,0,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,41,0,0,0,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java,24,0,0,0,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,855,0,0,0,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java,51,0,0,0,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,53,0,0,0,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java,73,0,0,0,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java,47,0,0,0,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java,244,0,0,0,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,157,0,0,0,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java,94,0,0,0,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java,124,0,0,0,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyEntryLogger.java,49,0,0,0,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyFileInfo.java,38,0,0,0,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java,99,0,0,0,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,125,0,0,0,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,291,0,0,0,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,587,0,0,0,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,737,0,0,0,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,267,0,0,0,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java,47,0,0,0,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java,155,0,0,0,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,81,0,0,0,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java,242,0,0,0,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,119,0,0,0,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,71,0,0,0,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,70,0,0,0,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java,134,0,0,0,0,0,0,0,0,0,0,0,0,No
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java,398,0,0,0,0,0,0,0,0,0,0,0,0,Yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,868,0,0,0,0,0,0,0,0,0,0,0,0,Yes
